ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA_crosswalk
02032,East Walpole,MA,ZIP Code Area,02032
01864,North Reading,MA,ZIP Code Area,01864
02021,Canton,MA,ZIP Code Area,02021
01865,Nutting Lake,MA,Post Office or large volume customer,01821
01887,Wilmington,MA,ZIP Code Area,01887
01923,Danvers,MA,ZIP Code Area,01923
02018,Accord,MA,Post Office or large volume customer,02043
01940,Lynnfield,MA,ZIP Code Area,01940
01905,Lynn,MA,ZIP Code Area,01905
01971,Salem,MA,Post Office or large volume customer,01970
01960,Peabody,MA,ZIP Code Area,01960
02044,Hingham,MA,Post Office or large volume customer,02043
01888,Woburn,MA,Post Office or large volume customer,01801
01880,Wakefield,MA,ZIP Code Area,01880
01903,Lynn,MA,Post Office or large volume customer,01901
02043,Hingham,MA,ZIP Code Area,02043
02027,Dedham,MA,Post Office or large volume customer,02026
01915,Beverly,MA,ZIP Code Area,01915
02045,Hull,MA,ZIP Code Area,02045
01904,Lynn,MA,ZIP Code Area,01904
01906,Saugus,MA,ZIP Code Area,01906
02030,Dover,MA,ZIP Code Area,02030
01821,Billerica,MA,ZIP Code Area,01821
02066,Scituate,MA,ZIP Code Area,02066
01944,Manchester,MA,ZIP Code Area,01944
01966,Rockport,MA,ZIP Code Area,01966
01965,Prides Crossing,MA,Post Office or large volume customer,01915
02040,Greenbush,MA,Post Office or large volume customer,02066
01930,Gloucester,MA,ZIP Code Area,01930
02025,Cohasset,MA,ZIP Code Area,02025
01929,Essex,MA,ZIP Code Area,01929
02061,Norwell,MA,ZIP Code Area,02061
02060,North Scituate,MA,Post Office or large volume customer,02066
01931,Gloucester,MA,Post Office or large volume customer,01930
02055,Minot,MA,Post Office or large volume customer,02066
02065,Ocean Bluff,MA,Post Office or large volume customer,02050
02051,Marshfield Hills,MA,Post Office or large volume customer,02050
02584,Nantucket,MA,Post Office or large volume customer,02584
02535,Chilmark,MA,ZIP Code Area,02535
02362,Plymouth,MA,Post Office or large volume customer,02360
02573,West Chop,MA,Post Office or large volume customer,02568
02574,West Falmouth,MA,Post Office or large volume customer,02540
02330,Carver,MA,ZIP Code Area,02330
02537,East Sandwich,MA,ZIP Code Area,02537
02364,Kingston,MA,ZIP Code Area,02364
02355,North Carver,MA,Post Office or large volume customer,02330
02345,Manomet,MA,Post Office or large volume customer,02360
02381,White Horse Beach,MA,Post Office or large volume customer,02360
02631,Brewster,MA,ZIP Code Area,02631
02644,Forestdale,MA,ZIP Code Area,02644
02536,East Falmouth,MA,ZIP Code Area,02536
02576,West Wareham,MA,ZIP Code Area,02576
02565,Silver Beach,MA,Post Office or large volume customer,02556
02571,Wareham,MA,ZIP Code Area,02571
02634,Centerville,MA,Post Office or large volume customer,02632
02340,Hanover,MA,Post Office or large volume customer,02339
02630,Barnstable,MA,ZIP Code Area,02630
02652,North Truro,MA,ZIP Code Area,02652
02601,Hyannis,MA,ZIP Code Area,02601
02659,South Chatham,MA,ZIP Code Area,02659
02360,Plymouth,MA,ZIP Code Area,02360
02657,Provincetown,MA,ZIP Code Area,02657
02332,Duxbury,MA,ZIP Code Area,02332
02539,Edgartown,MA,ZIP Code Area,02539
02534,Cataumet,MA,Post Office or large volume customer,02534
02660,South Dennis,MA,ZIP Code Area,02660
02650,North Chatham,MA,ZIP Code Area,02650
02361,Plymouth,MA,Post Office or large volume customer,02360
02568,Vineyard Haven,MA,ZIP Code Area,02568
02649,Mashpee,MA,ZIP Code Area,02649
02664,South Yarmouth,MA,ZIP Code Area,02664
02538,East Wareham,MA,ZIP Code Area,02538
02331,Duxbury,MA,Post Office or large volume customer,02332
02564,Siasconset,MA,Post Office or large volume customer,02564
02651,North Eastham,MA,Post Office or large volume customer,02651
02575,West Tisbury,MA,ZIP Code Area,02575
02662,South Orleans,MA,Post Office or large volume customer,02653
02655,Osterville,MA,ZIP Code Area,02655
02532,Buzzards Bay,MA,ZIP Code Area,02532
02635,Cotuit,MA,ZIP Code Area,02635
02359,Pembroke,MA,ZIP Code Area,02359
02358,North Pembroke,MA,Post Office or large volume customer,02359
02367,Plympton,MA,ZIP Code Area,02367
02366,South Carver,MA,Post Office or large volume customer,02366
02041,Green Harbor,MA,Post Office or large volume customer,02050
02020,Brant Rock,MA,Post Office or large volume customer,02050
02059,North Marshfield,MA,Post Office or large volume customer,02050
02047,Humarock,MA,Post Office or large volume customer,02047
02050,Marshfield,MA,ZIP Code Area,02050
02667,Wellfleet,MA,ZIP Code Area,02667
02666,Truro,MA,ZIP Code Area,02666
02648,Marstons Mills,MA,ZIP Code Area,02648
02561,Sagamore,MA,Post Office or large volume customer,02561
02637,Cummaquid,MA,Post Office or large volume customer,02637
02552,Menemsha,MA,Post Office or large volume customer,02535
02562,Sagamore Beach,MA,ZIP Code Area,02562
02671,West Harwich,MA,ZIP Code Area,02671
02643,East Orleans,MA,Post Office or large volume customer,02643
02663,South Wellfleet,MA,Post Office or large volume customer,02663
02770,Rochester,MA,ZIP Code Area,02770
02653,Orleans,MA,ZIP Code Area,02653
02542,Buzzards Bay,MA,ZIP Code Area,02542
02556,North Falmouth,MA,ZIP Code Area,02556
02639,Dennis Port,MA,ZIP Code Area,02639
02638,Dennis,MA,ZIP Code Area,02638
02553,Monument Beach,MA,Post Office or large volume customer,02553
02672,West Hyannisport,MA,Post Office or large volume customer,02672
02642,Eastham,MA,ZIP Code Area,02642
02738,Marion,MA,ZIP Code Area,02738
02739,Mattapoisett,MA,ZIP Code Area,02739
02633,Chatham,MA,ZIP Code Area,02633
02563,Sandwich,MA,ZIP Code Area,02563
02554,Nantucket,MA,ZIP Code Area,02554
02670,West Dennis,MA,ZIP Code Area,02670
02673,West Yarmouth,MA,ZIP Code Area,02673
02645,Harwich,MA,ZIP Code Area,02645
02558,Onset,MA,Post Office or large volume customer,02558
02675,Yarmouth Port,MA,ZIP Code Area,02675
02543,Woods Hole,MA,ZIP Code Area,02543
02540,Falmouth,MA,ZIP Code Area,02540
02647,Hyannis Port,MA,Post Office or large volume customer,02647
02713,Cuttyhunk,MA,ZIP Code Area,02713
02668,West Barnstable,MA,ZIP Code Area,02668
02559,Pocasset,MA,ZIP Code Area,02559
02661,South Harwich,MA,Post Office or large volume customer,02645
02641,East Dennis,MA,Post Office or large volume customer,02641
02541,Falmouth,MA,Post Office or large volume customer,02540
02632,Centerville,MA,ZIP Code Area,02632
02646,Harwich Port,MA,ZIP Code Area,02646
02669,West Chatham,MA,Post Office or large volume customer,02669
02557,Oak Bluffs,MA,ZIP Code Area,02557
99768,Ruby,AK,ZIP Code Area,99768
99763,Noorvik,AK,ZIP Code Area,99763
99745,Hughes,AK,ZIP Code Area,99745
99761,Noatak,AK,ZIP Code Area,99761
99771,Shaktoolik,AK,ZIP Code Area,99771
99766,Point Hope,AK,ZIP Code Area,99766
99762,Nome,AK,ZIP Code Area,99762
99769,Savoonga,AK,ZIP Code Area,99769
99785,Brevig Mission,AK,ZIP Code Area,99785
99770,Selawik,AK,ZIP Code Area,99770
99773,Shungnak,AK,ZIP Code Area,99773
99783,Wales,AK,ZIP Code Area,99783
99786,Ambler,AK,ZIP Code Area,99786
99791,Atqasuk,AK,Post Office or large volume customer,99791
99765,Nulato,AK,ZIP Code Area,99765
99772,Shishmaref,AK,ZIP Code Area,99772
99759,Point Lay,AK,ZIP Code Area,99759
99650,Pilot Station,AK,ZIP Code Area,99650
99685,Unalaska,AK,ZIP Code Area,99685
99553,Akutan,AK,ZIP Code Area,99553
99546,Adak,AK,ZIP Code Area,99546
99551,Akiachak,AK,ZIP Code Area,99551
99571,Cold Bay,AK,ZIP Code Area,99571
99589,Goodnews Bay,AK,ZIP Code Area,99589
99653,Port Alsworth,AK,ZIP Code Area,99653
99656,Red Devil,AK,ZIP Code Area,99656
99662,Scammon Bay,AK,ZIP Code Area,99662
99659,Saint Michael,AK,ZIP Code Area,99659
99739,Elim,AK,ZIP Code Area,99739
99561,Chefornak,AK,ZIP Code Area,99561
99609,Kasigluk,AK,Post Office or large volume customer,99609
99649,Pilot Point,AK,ZIP Code Area,99649
99748,Kaltag,AK,ZIP Code Area,99748
99563,Chevak,AK,ZIP Code Area,99563
99565,Chignik Lagoon,AK,ZIP Code Area,99565
99583,False Pass,AK,ZIP Code Area,99583
99581,Emmonak,AK,ZIP Code Area,99581
99606,Iliamna,AK,ZIP Code Area,99606
99630,Mekoryuk,AK,ZIP Code Area,99630
99640,Nondalton,AK,ZIP Code Area,99640
99569,Clarks Point,AK,ZIP Code Area,99569
99627,Mc Grath,AK,ZIP Code Area,99627
99638,Nikolski,AK,ZIP Code Area,99638
99612,King Cove,AK,ZIP Code Area,99612
99681,Tununak,AK,ZIP Code Area,99681
99749,Kiana,AK,ZIP Code Area,99749
99591,Saint George Island,AK,ZIP Code Area,99591
99575,Crooked Creek,AK,ZIP Code Area,99575
99670,South Naknek,AK,ZIP Code Area,99670
99547,Atka,AK,ZIP Code Area,99547
99558,Anvik,AK,ZIP Code Area,99558
99624,Larsen Bay,AK,Post Office or large volume customer,99624
99661,Sand Point,AK,ZIP Code Area,99661
99658,Saint Marys,AK,ZIP Code Area,99658
99647,Pedro Bay,AK,ZIP Code Area,99647
99684,Unalakleet,AK,ZIP Code Area,99684
99680,Tuntutuliak,AK,Post Office or large volume customer,99680
99751,Kobuk,AK,ZIP Code Area,99751
99752,Kotzebue,AK,ZIP Code Area,99752
99753,Koyuk,AK,ZIP Code Area,99753
99580,Ekwok,AK,ZIP Code Area,99580
99579,Egegik,AK,ZIP Code Area,99579
99559,Bethel,AK,ZIP Code Area,99559
99576,Dillingham,AK,ZIP Code Area,99576
99648,Perryville,AK,ZIP Code Area,99648
99691,Nikolai,AK,ZIP Code Area,99691
99679,Tuluksak,AK,ZIP Code Area,99679
99545,Kongiganak,AK,Post Office or large volume customer,99559
99666,Nunam Iqua,AK,Post Office or large volume customer,99666
99671,Stebbins,AK,ZIP Code Area,99671
99754,Koyukuk,AK,Post Office or large volume customer,99754
99552,Akiak,AK,ZIP Code Area,99552
99614,Kipnuk,AK,ZIP Code Area,99614
99633,Naknek,AK,ZIP Code Area,99633
99675,Takotna,AK,Post Office or large volume customer,99627
99782,Wainwright,AK,ZIP Code Area,99782
99723,Barrow,AK,ZIP Code Area,99723
99554,Alakanuk,AK,ZIP Code Area,99554
99604,Hooper Bay,AK,ZIP Code Area,99604
99622,Kwigillingok,AK,ZIP Code Area,99622
99625,Levelock,AK,ZIP Code Area,99625
99665,Shageluk,AK,ZIP Code Area,99665
99655,Quinhagak,AK,ZIP Code Area,99655
99678,Togiak,AK,Post Office or large volume customer,99678
99736,Deering,AK,ZIP Code Area,99736
99590,Grayling,AK,ZIP Code Area,99590
99626,Lower Kalskag,AK,ZIP Code Area,99626
99621,Kwethluk,AK,ZIP Code Area,99621
99636,New Stuyahok,AK,ZIP Code Area,99636
99657,Russian Mission,AK,ZIP Code Area,99657
99668,Sleetmute,AK,ZIP Code Area,99668
99651,Platinum,AK,ZIP Code Area,99651
99784,White Mountain,AK,ZIP Code Area,99784
99548,Chignik Lake,AK,Post Office or large volume customer,99548
99632,Mountain Village,AK,ZIP Code Area,99632
99660,Saint Paul Island,AK,ZIP Code Area,99660
99778,Teller,AK,ZIP Code Area,99778
99549,Port Heiden,AK,ZIP Code Area,99549
99564,Chignik,AK,ZIP Code Area,99564
99727,Buckland,AK,ZIP Code Area,99727
99746,Huslia,AK,ZIP Code Area,99746
99578,Eek,AK,ZIP Code Area,99578
99555,Aleknagik,AK,ZIP Code Area,99555
99641,Nunapitchuk,AK,Post Office or large volume customer,99641
99637,Toksook Bay,AK,Post Office or large volume customer,99637
99690,Nightmute,AK,Post Office or large volume customer,99690
99750,Kivalina,AK,ZIP Code Area,99750
99742,Gambell,AK,ZIP Code Area,99742
99585,Marshall,AK,ZIP Code Area,99585
99557,Aniak,AK,ZIP Code Area,99557
99620,Kotlik,AK,ZIP Code Area,99620
99634,Napakiak,AK,ZIP Code Area,99634
99692,Dutch Harbor,AK,ZIP Code Area,99692
99741,Galena,AK,ZIP Code Area,99741
99602,Holy Cross,AK,ZIP Code Area,99602
99613,King Salmon,AK,ZIP Code Area,99613
99607,Kalskag,AK,ZIP Code Area,99607
99628,Manokotak,AK,ZIP Code Area,99628
99501,Anchorage,AK,ZIP Code Area,99501
99509,Anchorage,AK,Post Office or large volume customer,99503
99508,Anchorage,AK,ZIP Code Area,99508
99515,Anchorage,AK,ZIP Code Area,99515
99503,Anchorage,AK,ZIP Code Area,99503
99502,Anchorage,AK,ZIP Code Area,99502
99504,Anchorage,AK,ZIP Code Area,99504
99510,Anchorage,AK,Post Office or large volume customer,99510
99506,Jber,AK,ZIP Code Area,99506
99511,Anchorage,AK,Post Office or large volume customer,99515
99505,Jber,AK,ZIP Code Area,99505
99507,Anchorage,AK,ZIP Code Area,99507
99513,Anchorage,AK,Post Office or large volume customer,99513
99514,Anchorage,AK,Post Office or large volume customer,99508
99521,Anchorage,AK,Post Office or large volume customer,99504
99516,Anchorage,AK,ZIP Code Area,99516
99811,Juneau,AK,Post Office or large volume customer,99801
99836,Port Alexander,AK,Post Office or large volume customer,99836
99824,Douglas,AK,ZIP Code Area,99824
99757,Lake Minchumina,AK,ZIP Code Area,99757
99758,Minto,AK,ZIP Code Area,99758
99925,Klawock,AK,ZIP Code Area,99925
99830,Kake,AK,Post Office or large volume customer,99830
99802,Juneau,AK,Post Office or large volume customer,99801
99788,Chalkyitsik,AK,ZIP Code Area,99788
99789,Nuiqsut,AK,ZIP Code Area,99789
99764,Northway,AK,Post Office or large volume customer,99764
99829,Hoonah,AK,ZIP Code Area,99829
99803,Juneau,AK,Post Office or large volume customer,99801
99780,Tok,AK,ZIP Code Area,99780
99928,Ward Cove,AK,Post Office or large volume customer,99901
99826,Gustavus,AK,ZIP Code Area,99826
99832,Pelican,AK,Post Office or large volume customer,99832
99820,Angoon,AK,ZIP Code Area,99820
99835,Sitka,AK,ZIP Code Area,99835
99767,Rampart,AK,ZIP Code Area,99767
99922,Hydaburg,AK,ZIP Code Area,99922
99833,Petersburg,AK,ZIP Code Area,99833
99903,Meyers Chuck,AK,ZIP Code Area,99903
99918,Coffman Cove,AK,Post Office or large volume customer,99918
99921,Craig,AK,ZIP Code Area,99921
99827,Haines,AK,ZIP Code Area,99827
99841,Tenakee Springs,AK,Post Office or large volume customer,99841
99756,Manley Hot Springs,AK,ZIP Code Area,99756
99919,Thorne Bay,AK,ZIP Code Area,99919
99923,Hyder,AK,ZIP Code Area,99923
99926,Metlakatla,AK,ZIP Code Area,99926
99850,Juneau,AK,Post Office or large volume customer,99801
99901,Ketchikan,AK,ZIP Code Area,99901
99790,Fairbanks,AK,Post Office or large volume customer,99790
99821,Auke Bay,AK,Post Office or large volume customer,99801
99825,Elfin Cove,AK,ZIP Code Area,99825
99774,Stevens Village,AK,ZIP Code Area,99774
99775,Fairbanks,AK,Post Office or large volume customer,99775
99929,Wrangell,AK,ZIP Code Area,99929
99812,Juneau,AK,Post Office or large volume customer,99801
99801,Juneau,AK,ZIP Code Area,99801
99760,Nenana,AK,ZIP Code Area,99760
99927,Point Baker,AK,ZIP Code Area,99927
99840,Skagway,AK,ZIP Code Area,99840
99950,Ketchikan,AK,ZIP Code Area,99921
99720,Allakaket,AK,ZIP Code Area,99720
99704,Clear,AK,ZIP Code Area,99704
99556,Anchor Point,AK,ZIP Code Area,99556
99654,Wasilla,AK,ZIP Code Area,99654
99689,Yakutat,AK,ZIP Code Area,99689
99676,Talkeetna,AK,ZIP Code Area,99676
99714,Salcha,AK,ZIP Code Area,99714
99710,Fairbanks,AK,Post Office or large volume customer,99712
99707,Fairbanks,AK,Post Office or large volume customer,99701
99731,Fort Greely,AK,Post Office or large volume customer,99737
99523,Anchorage,AK,Post Office or large volume customer,99507
99517,Anchorage,AK,ZIP Code Area,99517
99623,Wasilla,AK,ZIP Code Area,99654
99695,Anchorage,AK,Post Office or large volume customer,99695
99697,Kodiak,AK,Post Office or large volume customer,99615
99701,Fairbanks,AK,ZIP Code Area,99701
99716,Two Rivers,AK,Post Office or large volume customer,99709
99703,Fort Wainwright,AK,ZIP Code Area,99703
99567,Chugiak,AK,ZIP Code Area,99567
99629,Wasilla,AK,Post Office or large volume customer,99654
99705,North Pole,AK,ZIP Code Area,99705
99744,Anderson,AK,ZIP Code Area,99744
99639,Ninilchik,AK,ZIP Code Area,99639
99644,Ouzinkie,AK,Post Office or large volume customer,99644
99663,Seldovia,AK,Post Office or large volume customer,99663
99669,Soldotna,AK,ZIP Code Area,99669
99672,Sterling,AK,ZIP Code Area,99672
99755,Denali National Park,AK,ZIP Code Area,99755
99743,Healy,AK,ZIP Code Area,99743
99540,Indian,AK,ZIP Code Area,99540
99568,Clam Gulch,AK,ZIP Code Area,99568
99586,Gakona,AK,ZIP Code Area,99586
99610,Kasilof,AK,ZIP Code Area,99610
99664,Seward,AK,ZIP Code Area,99664
99631,Moose Pass,AK,ZIP Code Area,99631
99688,Willow,AK,ZIP Code Area,99688
99740,Fort Yukon,AK,ZIP Code Area,99740
99747,Kaktovik,AK,ZIP Code Area,99747
99518,Anchorage,AK,ZIP Code Area,99518
99599,Anchorage,AK,Post Office or large volume customer,99503
99686,Valdez,AK,ZIP Code Area,99686
99550,Port Lions,AK,Post Office or large volume customer,99550
99524,Anchorage,AK,Post Office or large volume customer,99502
99682,Tyonek,AK,ZIP Code Area,99682
99677,Tatitlek,AK,Post Office or large volume customer,99677
99706,Fairbanks,AK,Post Office or large volume customer,99706
99702,Eielson AFB,AK,ZIP Code Area,99702
99738,Eagle,AK,Post Office or large volume customer,99738
99729,Cantwell,AK,ZIP Code Area,99729
99734,Prudhoe Bay,AK,ZIP Code Area,99734
99520,Anchorage,AK,Post Office or large volume customer,99501
99615,Kodiak,AK,ZIP Code Area,99615
99619,Kodiak,AK,Post Office or large volume customer,99615
99635,Nikiski,AK,Post Office or large volume customer,99611
99693,Whittier,AK,Post Office or large volume customer,99693
99683,Trapper Creek,AK,ZIP Code Area,99683
99722,Arctic Village,AK,ZIP Code Area,99722
99776,Tanacross,AK,Post Office or large volume customer,99776
99566,Chitina,AK,Post Office or large volume customer,99566
99726,Bettles Field,AK,ZIP Code Area,99726
99522,Anchorage,AK,Post Office or large volume customer,99502
99573,Copper Center,AK,ZIP Code Area,99573
99603,Homer,AK,ZIP Code Area,99603
99608,Karluk,AK,Post Office or large volume customer,99615
99587,Girdwood,AK,ZIP Code Area,99587
99721,Anaktuvuk Pass,AK,ZIP Code Area,99721
99737,Delta Junction,AK,ZIP Code Area,99737
99777,Tanana,AK,ZIP Code Area,99777
99781,Venetie,AK,ZIP Code Area,99781
99732,Chicken,AK,Post Office or large volume customer,99732
99529,Anchorage,AK,Post Office or large volume customer,99501
99530,Anchorage,AK,Post Office or large volume customer,99502
99577,Eagle River,AK,ZIP Code Area,99577
99687,Wasilla,AK,Post Office or large volume customer,99654
99730,Central,AK,ZIP Code Area,99730
99724,Beaver,AK,ZIP Code Area,99724
99725,Ester,AK,Post Office or large volume customer,99709
99652,Big Lake,AK,Post Office or large volume customer,99652
99694,Houston,AK,Post Office or large volume customer,99694
99674,Sutton,AK,ZIP Code Area,99674
99712,Fairbanks,AK,ZIP Code Area,99712
99711,Fairbanks,AK,Post Office or large volume customer,99705
99733,Circle,AK,ZIP Code Area,99733
99709,Fairbanks,AK,ZIP Code Area,99709
99605,Hope,AK,Post Office or large volume customer,99605
99643,Old Harbor,AK,Post Office or large volume customer,99643
99645,Palmer,AK,ZIP Code Area,99645
99667,Skwentna,AK,ZIP Code Area,99667
99708,Fairbanks,AK,Post Office or large volume customer,99709
99519,Anchorage,AK,Post Office or large volume customer,99519
99574,Cordova,AK,ZIP Code Area,99574
99572,Cooper Landing,AK,ZIP Code Area,99572
99611,Kenai,AK,ZIP Code Area,99611
99588,Glennallen,AK,ZIP Code Area,99588
20874,Germantown,MD,ZIP Code Area,20874
20871,Clarksburg,MD,ZIP Code Area,20871
20838,Barnesville,MD,ZIP Code Area,20838
20837,Poolesville,MD,ZIP Code Area,20837
20875,Germantown,MD,Post Office or large volume customer,20874
20839,Beallsville,MD,ZIP Code Area,20839
20842,Dickerson,MD,ZIP Code Area,20842
20876,Germantown,MD,ZIP Code Area,20876
20841,Boyds,MD,ZIP Code Area,20841
21769,Middletown,MD,ZIP Code Area,21769
21762,Libertytown,MD,Post Office or large volume customer,21762
21778,Rocky Ridge,MD,ZIP Code Area,21778
21560,Spring Gap,MD,Post Office or large volume customer,21502
21540,Luke,MD,ZIP Code Area,21540
21704,Frederick,MD,ZIP Code Area,21704
21705,Frederick,MD,Post Office or large volume customer,21705
21754,Ijamsville,MD,ZIP Code Area,21754
21749,Hagerstown,MD,Post Office or large volume customer,21742
21750,Hancock,MD,ZIP Code Area,21750
21711,Big Pool,MD,ZIP Code Area,21711
21774,New Market,MD,ZIP Code Area,21774
21503,Cumberland,MD,Post Office or large volume customer,21502
21529,Ellerslie,MD,Post Office or large volume customer,21529
21545,Mount Savage,MD,ZIP Code Area,21545
21542,Midland,MD,Post Office or large volume customer,21542
21715,Brownsville,MD,Post Office or large volume customer,21758
21716,Brunswick,MD,ZIP Code Area,21716
21710,Adamstown,MD,ZIP Code Area,21710
21775,New Midway,MD,Post Office or large volume customer,21757
21520,Accident,MD,ZIP Code Area,21520
21536,Grantsville,MD,ZIP Code Area,21536
21538,Kitzmiller,MD,ZIP Code Area,21538
21701,Frederick,MD,ZIP Code Area,21701
21713,Boonsboro,MD,ZIP Code Area,21713
21718,Burkittsville,MD,ZIP Code Area,21718
21758,Knoxville,MD,ZIP Code Area,21758
21781,Saint James,MD,Post Office or large volume customer,21781
21782,Sharpsburg,MD,ZIP Code Area,21782
21530,Flintstone,MD,ZIP Code Area,21530
21759,Ladiesburg,MD,Post Office or large volume customer,21757
21770,Monrovia,MD,ZIP Code Area,21770
21532,Frostburg,MD,ZIP Code Area,21532
21727,Emmitsburg,MD,ZIP Code Area,21727
21722,Clear Spring,MD,ZIP Code Area,21722
21780,Sabillasville,MD,ZIP Code Area,21780
21779,Rohrersville,MD,ZIP Code Area,21779
21521,Barton,MD,ZIP Code Area,21521
21783,Smithsburg,MD,ZIP Code Area,21783
21734,Funkstown,MD,Post Office or large volume customer,21734
21756,Keedysville,MD,ZIP Code Area,21756
21766,Little Orleans,MD,ZIP Code Area,21766
21773,Myersville,MD,ZIP Code Area,21773
21741,Hagerstown,MD,Post Office or large volume customer,21740
21504,Cumberland,MD,Post Office or large volume customer,21502
21522,Bittinger,MD,ZIP Code Area,21522
21561,Swanton,MD,ZIP Code Area,21561
21714,Braddock Heights,MD,Post Office or large volume customer,21714
21717,Buckeystown,MD,Post Office or large volume customer,21717
21505,Cumberland,MD,Post Office or large volume customer,21502
21531,Friendsville,MD,ZIP Code Area,21531
21541,Mc Henry,MD,ZIP Code Area,21541
21702,Frederick,MD,ZIP Code Area,21702
21719,Cascade,MD,ZIP Code Area,21719
21757,Keymar,MD,ZIP Code Area,21757
21777,Point of Rocks,MD,ZIP Code Area,21777
21740,Hagerstown,MD,ZIP Code Area,21740
21523,Bloomington,MD,ZIP Code Area,21523
21767,Maugansville,MD,ZIP Code Area,21767
21524,Corriganville,MD,Post Office or large volume customer,21524
21709,Frederick,MD,Post Office or large volume customer,21701
21755,Jefferson,MD,ZIP Code Area,21755
21746,Hagerstown,MD,Post Office or large volume customer,21746
21747,Hagerstown,MD,Post Office or large volume customer,21742
21733,Fairplay,MD,ZIP Code Area,21733
21543,Midlothian,MD,Post Office or large volume customer,21543
21720,Cavetown,MD,Post Office or large volume customer,21783
21528,Eckhart Mines,MD,Post Office or large volume customer,21532
21557,Rawlings,MD,ZIP Code Area,21557
21539,Lonaconing,MD,ZIP Code Area,21539
21742,Hagerstown,MD,ZIP Code Area,21742
21721,Chewsville,MD,Post Office or large volume customer,21783
21703,Frederick,MD,ZIP Code Area,21703
21562,Westernport,MD,ZIP Code Area,21562
21793,Walkersville,MD,ZIP Code Area,21793
21795,Williamsport,MD,ZIP Code Area,21795
21788,Thurmont,MD,ZIP Code Area,21788
21790,Tuscarora,MD,ZIP Code Area,21790
21798,Woodsboro,MD,ZIP Code Area,21798
21556,Pinto,MD,Post Office or large volume customer,21502
21501,Cumberland,MD,Post Office or large volume customer,21502
21502,Cumberland,MD,ZIP Code Area,21502
21550,Oakland,MD,ZIP Code Area,21550
21555,Oldtown,MD,ZIP Code Area,21555
20693,Welcome,MD,ZIP Code Area,20693
20645,Issue,MD,ZIP Code Area,20645
20611,Bel Alton,MD,ZIP Code Area,20611
20660,Morganza,MD,Post Office or large volume customer,20660
20632,Faulkner,MD,ZIP Code Area,20632
20626,Coltons Point,MD,ZIP Code Area,20626
20677,Port Tobacco,MD,ZIP Code Area,20677
20635,Helen,MD,Post Office or large volume customer,20659
20618,Bushwood,MD,ZIP Code Area,20618
20621,Chaptico,MD,ZIP Code Area,20621
20643,Ironsides,MD,Post Office or large volume customer,20646
20606,Abell,MD,ZIP Code Area,20606
20625,Cobb Island,MD,ZIP Code Area,20625
20664,Newburg,MD,ZIP Code Area,20664
20609,Avenue,MD,ZIP Code Area,20609
20659,Mechanicsville,MD,ZIP Code Area,20659
20624,Clements,MD,ZIP Code Area,20624
20661,Mount Victoria,MD,Post Office or large volume customer,20664
20622,Charlotte Hall,MD,ZIP Code Area,20622
20662,Nanjemoy,MD,ZIP Code Area,20662
20682,Rock Point,MD,Post Office or large volume customer,20618
20773,Upper Marlboro,MD,Post Office or large volume customer,20772
20815,Chevy Chase,MD,ZIP Code Area,20815
20748,Temple Hills,MD,ZIP Code Area,20748
20814,Bethesda,MD,ZIP Code Area,20814
20818,Cabin John,MD,ZIP Code Area,20818
20892,Bethesda,MD,Post Office or large volume customer,20814
20894,Bethesda,MD,Post Office or large volume customer,20814
20903,Silver Spring,MD,ZIP Code Area,20903
20901,Silver Spring,MD,ZIP Code Area,20901
20757,Temple Hills,MD,Post Office or large volume customer,20748
20824,Bethesda,MD,Post Office or large volume customer,20814
20859,Potomac,MD,Post Office or large volume customer,20854
20902,Silver Spring,MD,ZIP Code Area,20902
20783,Hyattsville,MD,ZIP Code Area,20783
20742,College Park,MD,ZIP Code Area,20742
20771,Greenbelt,MD,ZIP Code Area,20770
20772,Upper Marlboro,MD,ZIP Code Area,20772
20782,Hyattsville,MD,ZIP Code Area,20782
20854,Potomac,MD,ZIP Code Area,20854
20907,Silver Spring,MD,Post Office or large volume customer,20910
20769,Glenn Dale,MD,ZIP Code Area,20769
20827,Bethesda,MD,Post Office or large volume customer,20817
20896,Garrett Park,MD,ZIP Code Area,20896
20743,Capitol Heights,MD,ZIP Code Area,20743
20753,District Heights,MD,Post Office or large volume customer,20747
20775,Upper Marlboro,MD,Post Office or large volume customer,20774
20817,Bethesda,MD,ZIP Code Area,20817
20746,Suitland,MD,ZIP Code Area,20746
20762,Andrews Air Force Base,MD,ZIP Code Area,20762
20790,Capitol Heights,MD,Post Office or large volume customer,20743
20791,Capitol Heights,MD,Post Office or large volume customer,20743
20745,Oxon Hill,MD,ZIP Code Area,20745
20770,Greenbelt,MD,ZIP Code Area,20770
20797,Southern MD Facility,MD,Post Office or large volume customer,20743
20799,Capitol Heights,MD,Post Office or large volume customer,20743
20810,Bethesda,MD,Post Office or large volume customer,20815
20811,Bethesda,MD,Post Office or large volume customer,20815
20812,Glen Echo,MD,ZIP Code Area,20812
20720,Bowie,MD,ZIP Code Area,20720
20788,Hyattsville,MD,Post Office or large volume customer,20782
20816,Bethesda,MD,ZIP Code Area,20816
20750,Oxon Hill,MD,Post Office or large volume customer,20745
20813,Bethesda,MD,Post Office or large volume customer,20815
20889,Bethesda,MD,Post Office or large volume customer,20814
20891,Kensington,MD,Post Office or large volume customer,20895
